latitude,longitude
5.596670000000000300e+01,-3.205000000000000071e+00
5.596880000000000166e+01,-3.278999999999999915e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.596880000000000166e+01,-3.278999999999999915e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.595591999999999899e+01,-3.199561999999999795e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.595757700000000057e+01,-3.214029000000000025e+00
5.596880000000000166e+01,-3.278999999999999915e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.595757700000000057e+01,-3.214029000000000025e+00
5.590052200000000227e+01,-3.423370999999999942e+00
5.590052200000000227e+01,-3.423370999999999942e+00
5.594933999999999941e+01,-3.187826999999999966e+00
5.594819999999999993e+01,-3.191460000000000186e+00
5.594933999999999941e+01,-3.187826999999999966e+00
5.595379599999999698e+01,-3.190691000000000166e+00
5.595580600000000260e+01,-3.192318000000000211e+00
5.594801799999999758e+01,-3.186193999999999971e+00
5.594695399999999808e+01,-3.197683000000000053e+00
5.595199999999999818e+01,-3.198199999999999932e+00
5.594709300000000241e+01,-3.183276000000000217e+00
5.595179999999999865e+01,-3.196400000000000130e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.594700000000000273e+01,-3.189200000000000035e+00
5.590052200000000227e+01,-3.423370999999999942e+00
5.590052200000000227e+01,-3.423370999999999942e+00
5.595179999999999865e+01,-3.196400000000000130e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.595067199999999730e+01,-3.184985999999999873e+00
5.590052200000000227e+01,-3.423370999999999942e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.590052200000000227e+01,-3.423370999999999942e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.595924000000000120e+01,-3.212340000000000195e+00
5.595049699999999859e+01,-3.174447999999999936e+00
5.595049699999999859e+01,-3.174447999999999936e+00
5.590052200000000227e+01,-3.423370999999999942e+00
5.595924000000000120e+01,-3.212340000000000195e+00
5.595678800000000308e+01,-3.202792000000000083e+00
5.595049699999999859e+01,-3.174447999999999936e+00
5.594963200000000114e+01,-3.205083999999999822e+00
5.595109999999999673e+01,-3.190770000000000106e+00
5.595179999999999865e+01,-3.196400000000000130e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.595853799999999723e+01,-3.207651999999999948e+00
5.594700000000000273e+01,-3.192880999999999858e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.594700000000000273e+01,-3.192880999999999858e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.595016900000000248e+01,-3.189020000000000188e+00
5.595181999999999789e+01,-3.179640000000000022e+00
5.594980799999999732e+01,-3.208095999999999837e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.595016900000000248e+01,-3.189020000000000188e+00
5.595580600000000260e+01,-3.192318000000000211e+00
5.594801799999999758e+01,-3.186193999999999971e+00
5.594801799999999758e+01,-3.186193999999999971e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.594785199999999747e+01,-3.197710999999999970e+00
5.595040600000000097e+01,-3.186548000000000158e+00
5.594785199999999747e+01,-3.197710999999999970e+00
5.595016900000000248e+01,-3.189020000000000188e+00
5.594695399999999808e+01,-3.197683000000000053e+00
5.595199999999999818e+01,-3.198199999999999932e+00
5.594709300000000241e+01,-3.183276000000000217e+00
5.590052200000000227e+01,-3.423370999999999942e+00
5.590052200000000227e+01,-3.423370999999999942e+00
5.594963200000000114e+01,-3.205083999999999822e+00
5.595049699999999859e+01,-3.174447999999999936e+00
5.594963200000000114e+01,-3.205083999999999822e+00
5.595924000000000120e+01,-3.212340000000000195e+00
5.595924000000000120e+01,-3.212340000000000195e+00
5.595376600000000167e+01,-3.189315000000000122e+00
5.595678800000000308e+01,-3.202792000000000083e+00
5.595848999999999762e+01,-3.186326000000000214e+00
5.595109999999999673e+01,-3.190770000000000106e+00
5.595067199999999730e+01,-3.184985999999999873e+00
5.590052200000000227e+01,-3.423370999999999942e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.595049699999999859e+01,-3.174447999999999936e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.595179999999999865e+01,-3.196400000000000130e+00
5.595179999999999865e+01,-3.196400000000000130e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.590052200000000227e+01,-3.423370999999999942e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.595049699999999859e+01,-3.174447999999999936e+00
5.590052200000000227e+01,-3.423370999999999942e+00
5.595179999999999865e+01,-3.196400000000000130e+00
5.594700000000000273e+01,-3.189200000000000035e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.595853799999999723e+01,-3.207651999999999948e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.594700000000000273e+01,-3.192880999999999858e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.594161799999999829e+01,-3.147499999999999964e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.594700000000000273e+01,-3.192880999999999858e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.595016900000000248e+01,-3.189020000000000188e+00
5.596244599999999991e+01,-3.176813999999999805e+00
5.595116999999999763e+01,-3.184950000000000170e+00
5.594933999999999941e+01,-3.187826999999999966e+00
5.594933999999999941e+01,-3.187826999999999966e+00
5.594933999999999941e+01,-3.187826999999999966e+00
5.594933999999999941e+01,-3.187826999999999966e+00
5.594769999999999754e+01,-3.204699999999999882e+00
5.594933999999999941e+01,-3.187826999999999966e+00
5.594933999999999941e+01,-3.187826999999999966e+00
5.594933999999999941e+01,-3.187826999999999966e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.594937900000000042e+01,-3.186917000000000222e+00
5.594856300000000005e+01,-3.187797999999999909e+00
5.595016900000000248e+01,-3.189020000000000188e+00
5.594603800000000149e+01,-3.209979000000000138e+00
5.594801799999999758e+01,-3.186193999999999971e+00
5.594801799999999758e+01,-3.186193999999999971e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.595043600000000339e+01,-3.184172999999999920e+00
5.594785199999999747e+01,-3.197710999999999970e+00
5.594785199999999747e+01,-3.197710999999999970e+00
5.595016900000000248e+01,-3.189020000000000188e+00
5.594695399999999808e+01,-3.197683000000000053e+00
5.595199999999999818e+01,-3.198199999999999932e+00
5.594709300000000241e+01,-3.183276000000000217e+00
5.594965400000000244e+01,-3.187704000000000093e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.594832999999999856e+01,-3.186890000000000001e+00
5.595376600000000167e+01,-3.189315000000000122e+00
5.595179999999999865e+01,-3.196400000000000130e+00
5.595109999999999673e+01,-3.190770000000000106e+00
5.594832999999999856e+01,-3.186890000000000001e+00
5.590052200000000227e+01,-3.423370999999999942e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.594963200000000114e+01,-3.205083999999999822e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.590052200000000227e+01,-3.423370999999999942e+00
5.595049699999999859e+01,-3.174447999999999936e+00
5.594700000000000273e+01,-3.189200000000000035e+00
5.595067199999999730e+01,-3.184985999999999873e+00
5.594254000000000104e+01,-3.189541000000000182e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.595179999999999865e+01,-3.196400000000000130e+00
5.594963200000000114e+01,-3.205083999999999822e+00
5.595049699999999859e+01,-3.174447999999999936e+00
5.595179999999999865e+01,-3.196400000000000130e+00
5.590052200000000227e+01,-3.423370999999999942e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.595324200000000303e+01,-3.197877000000000081e+00
5.595049699999999859e+01,-3.174447999999999936e+00
5.595179999999999865e+01,-3.224200000000000177e+00
5.590052200000000227e+01,-3.423370999999999942e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.595924000000000120e+01,-3.212340000000000195e+00
5.595924000000000120e+01,-3.212340000000000195e+00
5.594783699999999982e+01,-3.199311999999999934e+00
5.595179999999999865e+01,-3.196400000000000130e+00
5.595678800000000308e+01,-3.202792000000000083e+00
5.590052200000000227e+01,-3.423370999999999942e+00
5.595196200000000175e+01,-3.174900000000000055e+00
5.595196200000000175e+01,-3.174900000000000055e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594603800000000149e+01,-3.209979000000000138e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.595179999999999865e+01,-3.196400000000000130e+00
5.594832999999999856e+01,-3.186890000000000001e+00
5.595067199999999730e+01,-3.184985999999999873e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.595129399999999720e+01,-3.189456999999999987e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.595853799999999723e+01,-3.207651999999999948e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594854099999999875e+01,-3.216441999999999801e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.594657200000000330e+01,-3.188677000000000206e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.595227799999999974e+01,-3.202440000000000175e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.594783699999999982e+01,-3.199311999999999934e+00
5.594884299999999655e+01,-3.188133000000000106e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.595067099999999982e+01,-3.184985999999999873e+00
5.594700000000000273e+01,-3.192880999999999858e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.595598300000000336e+01,-3.193156999999999801e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.594623599999999897e+01,-3.190622999999999987e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594442999999999699e+01,-3.186770000000000103e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.593992200000000281e+01,-3.181455999999999840e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.595227799999999974e+01,-3.202440000000000175e+00
5.595132300000000214e+01,-3.205519999999999925e+00
5.595459999999999923e+01,-3.199694000000000038e+00
5.595324200000000303e+01,-3.197877000000000081e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.594884299999999655e+01,-3.188133000000000106e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594832999999999856e+01,-3.186890000000000001e+00
5.594854099999999875e+01,-3.216441999999999801e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.595324200000000303e+01,-3.197877000000000081e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.595132300000000214e+01,-3.205519999999999925e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594657200000000330e+01,-3.188677000000000206e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594657200000000330e+01,-3.188677000000000206e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.593993700000000047e+01,-3.179854999999999876e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.595324200000000303e+01,-3.197877000000000081e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.595227799999999974e+01,-3.202440000000000175e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.595324200000000303e+01,-3.197877000000000081e+00
5.594623599999999897e+01,-3.190622999999999987e+00
5.594442999999999699e+01,-3.186770000000000103e+00
5.595227799999999974e+01,-3.202440000000000175e+00
5.590884100000000245e+01,-3.156124999999999847e+00
5.595848999999999762e+01,-3.186326000000000214e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.596670000000000300e+01,-3.205000000000000071e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594161799999999829e+01,-3.147499999999999964e+00
5.594700000000000273e+01,-3.189200000000000035e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.595132300000000214e+01,-3.205519999999999925e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.595598300000000336e+01,-3.193156999999999801e+00
5.593992200000000281e+01,-3.181455999999999840e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594657200000000330e+01,-3.188677000000000206e+00
5.594372099999999648e+01,-3.188652999999999960e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.595324200000000303e+01,-3.197877000000000081e+00
5.594832999999999856e+01,-3.186890000000000001e+00
5.595132300000000214e+01,-3.205519999999999925e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.595565799999999967e+01,-3.192457999999999796e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.595324200000000303e+01,-3.197877000000000081e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.594372099999999648e+01,-3.188652999999999960e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.594832999999999856e+01,-3.186890000000000001e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.595132300000000214e+01,-3.205519999999999925e+00
5.594657200000000330e+01,-3.188677000000000206e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594832999999999856e+01,-3.186890000000000001e+00
5.595598300000000336e+01,-3.193156999999999801e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.595227799999999974e+01,-3.202440000000000175e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.593993700000000047e+01,-3.179854999999999876e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594884299999999655e+01,-3.188133000000000106e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.595324200000000303e+01,-3.197877000000000081e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.594832999999999856e+01,-3.186890000000000001e+00
5.594623599999999897e+01,-3.190622999999999987e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594657200000000330e+01,-3.188677000000000206e+00
5.594442999999999699e+01,-3.186770000000000103e+00
5.595132300000000214e+01,-3.205519999999999925e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.595324200000000303e+01,-3.197877000000000081e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.595132300000000214e+01,-3.205519999999999925e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594933999999999941e+01,-3.187826999999999966e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.594707799999999764e+01,-3.184876000000000040e+00
5.594372099999999648e+01,-3.188652999999999960e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594832999999999856e+01,-3.186890000000000001e+00
5.594832999999999856e+01,-3.186890000000000001e+00
5.595324200000000303e+01,-3.197877000000000081e+00
5.595179999999999865e+01,-3.196400000000000130e+00
5.595227799999999974e+01,-3.202440000000000175e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.595459999999999923e+01,-3.199694000000000038e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594700000000000273e+01,-3.192880999999999858e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594832999999999856e+01,-3.186890000000000001e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594372099999999648e+01,-3.188652999999999960e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.594372099999999648e+01,-3.188652999999999960e+00
5.593982799999999855e+01,-3.182259000000000171e+00
5.594496500000000339e+01,-3.188638999999999779e+00
5.593992200000000281e+01,-3.181455999999999840e+00
5.594603800000000149e+01,-3.209979000000000138e+00
5.594744899999999888e+01,-3.181893000000000082e+00
5.594432100000000219e+01,-3.191196999999999839e+00
5.595324200000000303e+01,-3.197877000000000081e+00
5.594791399999999726e+01,-3.191307000000000116e+00
5.594372099999999648e+01,-3.188652999999999960e+00
5.593993700000000047e+01,-3.179854999999999876e+00
5.594614899999999835e+01,-3.188051000000000190e+00
5.594372099999999648e+01,-3.188652999999999960e+00
